(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,PumpT,PCBT,FdpT,PumpP,PCBP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShdop
98:10:27,1657573890,2022-07-11T21:11:25,2022-07-11T15:11:30,1.992,11759.12,35.20,33.24,36.68,852.14,855.72,193.199997,19.44,0.9621,302,0,12.621,1.91474,4.10,53743,40.564729,-105.073059,1523.1,12,0.017990,0.8
98:10:57,1657573920,2022-07-11T21:11:55,2022-07-11T15:12:00,1.993,11760.11,35.19,33.20,36.74,852.17,855.65,193.850006,19.26,0.9621,302,0,12.623,1.91991,4.10,53731,40.564743,-105.073080,1521.7,12,0.008224,0.8
98:11:27,1657573950,2022-07-11T21:12:25,2022-07-11T15:12:30,1.992,11761.11,35.16,33.20,36.74,852.09,855.70,194.383331,19.05,0.9623,302,0,12.620,1.91900,4.10,53719,40.564727,-105.073057,1523.3,12,0.033924,0.8
98:11:57,1657573980,2022-07-11T21:12:55,2022-07-11T15:13:00,1.991,11762.11,35.15,33.18,36.71,852.15,855.68,191.433334,19.08,0.9623,302,0,12.622,1.91960,4.10,53707,40.564738,-105.073062,1522.5,12,0.013364,0.8
98:12:27,1657574010,2022-07-11T21:13:25,2022-07-11T15:13:30,1.992,11763.10,35.15,33.18,36.73,852.15,855.73,194.916672,19.11,0.9623,302,0,12.621,1.91839,4.10,53695,40.564741,-105.073083,1525.0,12,0.006168,0.9
98:12:57,1657574040,2022-07-11T21:13:55,2022-07-11T15:14:00,1.992,11764.10,35.14,33.17,36.69,852.17,855.65,191.216660,18.97,0.9623,302,0,12.623,1.91930,4.10,53683,40.564731,-105.073093,1524.7,12,0.021588,0.7
98:13:27,1657574070,2022-07-11T21:14:25,2022-07-11T15:14:30,1.993,11765.09,35.13,33.15,36.67,852.21,855.73,192.716660,18.93,0.9624,302,0,12.619,1.91869,4.10,53671,40.564734,-105.073076,1521.7,12,0.025700,0.8
98:13:57,1657574100,2022-07-11T21:14:55,2022-07-11T15:15:00,1.992,11766.09,35.12,33.12,36.63,852.18,855.68,191.283340,18.76,0.9624,302,0,12.620,1.91717,4.10,53659,40.564741,-105.073082,1524.3,12,0.047802,0.8
98:14:27,1657574130,2022-07-11T21:15:25,2022-07-11T15:15:30,1.991,11767.09,35.10,33.13,36.67,852.10,855.71,190.733337,18.89,0.9625,302,0,12.621,1.91595,4.10,53647,40.564735,-105.073090,1524.7,12,0.025186,0.8
98:14:57,1657574160,2022-07-11T21:15:55,2022-07-11T15:16:00,1.991,11768.08,35.10,33.10,36.65,852.19,855.74,192.083328,19.14,0.9625,302,0,12.619,1.91048,4.10,53635,40.564725,-105.073076,1525.4,12,0.000514,0.7
98:15:27,1657574190,2022-07-11T21:16:25,2022-07-11T15:16:30,1.992,11769.08,35.09,33.10,36.65,852.27,855.74,194.333328,19.41,0.9625,302,0,12.622,1.91352,4.10,53623,40.564730,-105.073078,1523.3,12,0.042148,0.7
98:15:57,1657574220,2022-07-11T21:16:55,2022-07-11T15:17:00,1.992,11770.08,35.09,33.09,36.63,852.21,855.79,191.850006,19.45,0.9625,302,0,12.621,1.91261,4.10,53611,40.564727,-105.073074,1524.1,12,0.013878,0.8
98:16:27,1657574250,2022-07-11T21:17:25,2022-07-11T15:17:30,1.989,11771.07,35.08,33.06,36.65,852.19,855.74,193.816666,19.00,0.9626,302,0,12.620,1.91717,4.09,53599,40.564730,-105.073057,1521.9,12,0.008224,0.7
98:16:57,1657574280,2022-07-11T21:17:55,2022-07-11T15:18:00,1.990,11772.07,35.08,33.06,36.63,852.27,855.71,191.233337,19.01,0.9626,302,0,12.619,1.92143,4.09,53587,40.564714,-105.073023,1522.3,12,0.028784,0.7
98:17:27,1657574310,2022-07-11T21:18:25,2022-07-11T15:18:30,1.989,11773.06,35.09,33.64,36.65,852.19,854.89,191.383331,19.06,0.9616,302,0,12.644,1.92021,4.20,53636,40.564712,-105.073033,1524.7,12,0.019532,0.7
98:17:57,1657574340,2022-07-11T21:18:55,2022-07-11T15:19:00,1.996,11774.06,35.11,34.43,36.63,852.24,853.96,194.216660,19.05,0.9605,302,0,12.654,1.91991,4.20,53682,40.564726,-105.073042,1522.4,12,0.021074,0.8
98:18:27,1657574370,2022-07-11T21:19:25,2022-07-11T15:19:30,2.002,11775.06,35.16,35.04,36.69,852.09,853.00,192.466660,18.84,0.9593,302,0,12.661,1.92296,4.20,53726,40.564733,-105.073063,1524.3,12,0.023130,0.8
98:18:57,1657574400,2022-07-11T21:19:55,2022-07-11T15:20:00,2.006,11776.05,35.22,35.53,36.77,852.16,852.58,194.550003,18.78,0.9586,302,0,12.669,1.92204,4.20,53767,40.564718,-105.073071,1528.8,12,0.022616,0.9
98:19:27,1657574430,2022-07-11T21:20:25,2022-07-11T15:20:30,2.009,11777.05,35.29,35.83,36.83,852.25,852.15,196.233337,19.18,0.9578,302,0,12.671,1.92540,4.20,53806,40.564705,-105.073065,1531.9,12,0.033924,0.8
98:19:57,1657574460,2022-07-11T21:20:55,2022-07-11T15:21:00,2.010,11778.04,35.34,36.11,36.88,852.05,851.69,192.699997,18.71,0.9572,302,0,12.678,1.92570,4.20,53844,40.564718,-105.073063,1529.6,12,0.045746,0.8
98:20:27,1657574490,2022-07-11T21:21:25,2022-07-11T15:21:30,2.013,11779.04,35.39,36.30,36.93,852.12,851.56,196.633331,18.73,0.9569,303,0,12.677,1.92999,4.20,53879,40.564732,-105.073069,1528.1,12,0.022616,0.7
98:20:57,1657574520,2022-07-11T21:21:55,2022-07-11T15:22:00,2.012,11780.04,35.42,36.46,36.94,852.12,851.43,193.416672,18.91,0.9566,304,0,12.662,1.92540,4.20,53913,40.564728,-105.073068,1526.3,12,0.037008,0.7
98:21:27,1657574550,2022-07-11T21:22:25,2022-07-11T15:22:30,2.009,11781.03,35.46,36.58,37.03,852.21,851.26,190.583328,18.89,0.9563,304,0,12.645,1.92357,4.20,53945,40.564726,-105.073066,1524.3,12,0.076072,0.8
98:21:57,1657574580,2022-07-11T21:22:55,2022-07-11T15:23:00,2.010,11782.03,35.50,36.64,37.03,852.32,851.22,192.966660,18.83,0.9561,304,0,12.646,1.92174,4.20,53976,40.564717,-105.073071,1523.9,12,0.072988,0.7
98:22:27,1657574610,2022-07-11T21:23:25,2022-07-11T15:23:30,2.010,11783.02,35.54,36.71,37.06,852.11,851.27,194.516663,18.94,0.9560,305,0,12.642,1.92296,4.20,54005,40.564717,-105.073075,1524.5,12,0.043176,0.8
98:22:57,1657574640,2022-07-11T21:23:55,2022-07-11T15:24:00,2.007,11784.02,35.56,36.70,37.12,852.16,851.16,190.149994,18.68,0.9559,305,0,12.625,1.92479,4.20,54033,40.564716,-105.073081,1526.4,12,0.026214,0.9
98:23:27,1657574670,2022-07-11T21:24:25,2022-07-11T15:24:30,2.007,11785.02,35.60,36.71,37.13,852.05,851.32,193.116669,18.54,0.9560,305,0,12.624,1.91717,4.20,54059,40.564711,-105.073084,1529.5,12,0.010280,0.7
98:23:57,1657574700,2022-07-11T21:24:55,2022-07-11T15:25:00,2.008,11786.01,35.64,36.72,37.17,852.12,851.34,195.500000,18.66,0.9558,305,0,12.625,1.92052,4.20,54084,40.564711,-105.073088,1529.4,12,0.018504,0.8
98:24:27,1657574730,2022-07-11T21:25:25,2022-07-11T15:25:30,2.008,11787.01,35.66,36.64,37.19,852.12,851.39,192.850006,18.49,0.9559,305,0,12.622,1.91200,4.20,54107,40.564724,-105.073082,1526.4,12,0.036494,0.8
98:24:57,1657574760,2022-07-11T21:25:55,2022-07-11T15:26:00,2.007,11788.00,35.67,36.64,37.19,852.12,851.45,191.433334,18.59,0.9559,305,0,12.622,1.91869,4.20,54130,40.564730,-105.073091,1528.1,12,0.073502,0.7
98:25:27,1657574790,2022-07-11T21:26:25,2022-07-11T15:26:30,2.007,11789.00,35.69,36.59,37.26,852.20,851.50,192.966660,18.29,0.9559,305,0,12.623,1.91930,4.20,54151,40.564720,-105.073090,1527.3,12,0.049344,0.8
98:25:57,1657574820,2022-07-11T21:26:55,2022-07-11T15:27:00,2.007,11790.00,35.70,36.54,37.24,852.11,851.66,191.016663,18.35,0.9561,305,0,12.616,1.91900,4.20,54171,40.564726,-105.073065,1528.2,12,0.060652,0.7
98:26:27,1657574850,2022-07-11T21:27:25,2022-07-11T15:27:30,2.007,11790.99,35.71,36.47,37.26,852.16,851.71,188.533340,18.64,0.9560,305,0,12.615,1.92082,4.20,54191,40.564723,-105.073081,1530.4,12,0.056026,0.7
98:26:57,1657574880,2022-07-11T21:27:55,2022-07-11T15:28:00,2.007,11791.99,35.73,36.41,37.26,852.18,851.90,190.949997,18.48,0.9562,305,0,12.619,1.92204,4.20,54209,40.564717,-105.073074,1529.8,12,0.024672,0.7
98:27:27,1657574910,2022-07-11T21:28:25,2022-07-11T15:28:30,2.006,11792.99,35.73,36.35,37.30,852.13,851.90,193.149994,18.29,0.9562,305,0,12.614,1.91565,4.20,54226,40.564716,-105.073066,1529.3,12,0.006168,0.7
98:27:57,1657574940,2022-07-11T21:28:55,2022-07-11T15:29:00,2.004,11793.98,35.74,36.29,37.28,852.18,852.04,191.483337,18.60,0.9563,305,0,12.616,1.91656,4.20,54243,40.564732,-105.073079,1527.7,12,0.043176,0.8
98:28:27,1657574970,2022-07-11T21:29:25,2022-07-11T15:29:30,2.006,11794.98,35.74,36.17,37.28,852.15,852.09,192.083328,18.66,0.9563,305,0,12.611,1.91504,4.20,54258,40.564741,-105.073082,1527.7,12,0.018504,1.0
98:28:57,1657575000,2022-07-11T21:29:55,2022-07-11T15:30:00,2.004,11795.97,35.74,36.12,37.29,852.10,852.37,198.566666,18.75,0.9566,305,0,12.612,1.90473,4.20,54273,40.564741,-105.073079,1527.9,12,0.006682,0.8
98:29:27,1657575030,2022-07-11T21:30:25,2022-07-11T15:30:30,2.005,11796.97,35.74,36.02,37.28,852.10,852.37,195.716660,18.59,0.9567,305,0,12.610,1.91626,4.20,54287,40.564743,-105.073064,1526.2,12,0.012336,0.6
98:29:57,1657575060,2022-07-11T21:30:55,2022-07-11T15:31:00,2.003,11797.97,35.74,35.94,37.28,852.07,852.49,191.899994,18.59,0.9568,305,0,12.611,1.91656,4.20,54300,40.564748,-105.073074,1525.8,12,0.006682,0.7
98:30:27,1657575090,2022-07-11T21:31:25,2022-07-11T15:31:30,2.003,11798.96,35.73,35.92,37.29,852.15,852.59,191.433334,18.48,0.9570,305,0,12.610,1.91869,4.20,54313,40.564735,-105.073079,1526.6,12,0.017476,0.7
98:30:57,1657575120,2022-07-11T21:31:55,2022-07-11T15:32:00,2.003,11799.96,35.71,35.81,37.26,852.10,852.67,195.516663,18.44,0.9571,305,0,12.606,1.91261,4.20,54324,40.564712,-105.073052,1531.0,12,0.017476,0.7
98:31:27,1657575150,2022-07-11T21:32:25,2022-07-11T15:32:30,2.002,11800.95,35.72,35.75,37.28,852.13,852.76,190.716660,18.52,0.9572,305,0,12.608,1.91534,4.20,54336,40.564696,-105.073027,1534.8,12,0.008224,0.7
98:31:57,1657575180,2022-07-11T21:32:55,2022-07-11T15:33:00,2.001,11801.95,35.71,35.67,37.26,852.19,852.83,190.516663,18.52,0.9573,305,0,12.604,1.91656,4.20,54346,40.564710,-105.073045,1527.1,12,0.092006,0.6
98:32:27,1657575210,2022-07-11T21:33:25,2022-07-11T15:33:30,2.001,11802.95,35.70,35.61,37.26,852.27,852.90,192.216660,18.42,0.9574,305,0,12.604,1.91626,4.20,54356,40.564714,-105.073062,1526.5,12,0.033924,0.7
98:32:57,1657575240,2022-07-11T21:33:55,2022-07-11T15:34:00,2.001,11803.94,35.71,35.54,37.23,852.13,853.03,190.000000,18.41,0.9576,305,0,12.603,1.91626,4.20,54366,40.564703,-105.073073,1531.6,12,0.058082,0.7
98:33:27,1657575270,2022-07-11T21:34:25,2022-07-11T15:34:30,2.001,11804.94,35.69,35.49,37.24,852.00,852.96,193.083328,18.42,0.9575,305,0,12.601,1.91109,4.20,54375,40.564715,-105.073070,1528.1,12,0.044204,0.7
98:33:57,1657575300,2022-07-11T21:34:55,2022-07-11T15:35:00,2.001,11805.93,35.68,35.43,37.20,852.17,853.04,191.716660,18.39,0.9577,305,0,12.600,1.91626,4.20,54384,40.564715,-105.073053,1528.3,12,0.021588,0.6
98:34:27,1657575330,2022-07-11T21:35:25,2022-07-11T15:35:30,1.999,11806.93,35.67,35.38,37.22,852.04,853.23,192.566666,18.52,0.9579,305,0,12.600,1.91565,4.20,54392,40.564726,-105.073067,1526.4,12,0.022616,0.6
98:34:57,1657575360,2022-07-11T21:35:55,2022-07-11T15:36:00,2.000,11807.93,35.67,35.27,37.22,851.93,853.29,190.983337,18.38,0.9580,305,0,12.599,1.91991,4.20,54400,40.564742,-105.073090,1522.6,12,0.035980,0.7
98:35:27,1657575390,2022-07-11T21:36:25,2022-07-11T15:36:30,1.998,11808.92,35.66,35.27,37.22,852.09,853.34,192.366669,18.61,0.9580,305,0,12.599,1.91474,4.20,54407,40.564736,-105.073069,1524.6,12,0.018504,0.7
98:35:57,1657575420,2022-07-11T21:36:55,2022-07-11T15:37:00,1.997,11809.92,35.65,35.17,37.17,852.04,853.37,191.816666,18.56,0.9581,305,0,12.597,1.91200,4.20,54414,40.564735,-105.073059,1524.3,12,0.027756,0.6
98:36:27,1657575450,2022-07-11T21:37:25,2022-07-11T15:37:30,1.997,11810.92,35.64,35.16,37.17,852.12,853.45,191.800003,18.60,0.9582,305,0,12.594,1.91079,4.20,54421,40.564740,-105.073068,1525.2,12,0.032896,0.7
98:36:57,1657575480,2022-07-11T21:37:55,2022-07-11T15:38:00,1.998,11811.91,35.63,35.11,37.17,852.12,853.53,190.266663,18.93,0.9583,305,0,12.594,1.91626,4.20,54427,40.564736,-105.073071,1525.0,12,0.010280,0.7
98:37:27,1657575510,2022-07-11T21:38:25,2022-07-11T15:38:30,1.995,11812.91,35.62,35.08,37.19,852.10,853.57,193.583328,18.30,0.9585,305,0,12.594,1.90715,4.20,54433,40.564722,-105.073071,1527.5,12,0.030840,0.7
98:37:57,1657575540,2022-07-11T21:38:55,2022-07-11T15:39:00,1.997,11813.90,35.59,35.01,37.17,852.13,853.54,191.283340,18.84,0.9584,305,0,12.594,1.91686,4.20,54438,40.564722,-105.073064,1524.0,12,0.064764,0.6
98:38:27,1657575570,2022-07-11T21:39:25,2022-07-11T15:39:30,1.995,11814.90,35.59,34.99,37.15,852.10,853.60,193.683334,18.87,0.9585,305,0,12.593,1.91170,4.20,54444,40.564733,-105.073067,1522.5,12,0.032896,0.7
98:38:57,1657575600,2022-07-11T21:39:55,2022-07-11T15:40:00,1.995,11815.90,35.58,34.92,37.14,852.05,853.68,191.000000,18.70,0.9587,305,0,12.593,1.91079,4.20,54449,40.564728,-105.073083,1522.1,12,0.090464,0.6
98:39:27,1657575630,2022-07-11T21:40:25,2022-07-11T15:40:30,1.996,11816.89,35.57,34.87,37.11,852.11,853.76,193.000000,18.91,0.9587,305,0,12.593,1.90927,4.20,54454,40.564713,-105.073065,1523.0,12,0.006682,0.7
98:39:57,1657575660,2022-07-11T21:40:55,2022-07-11T15:41:00,1.995,11817.89,35.55,34.85,37.06,852.11,853.74,192.016663,18.80,0.9588,305,0,12.590,1.91413,4.20,54458,40.564712,-105.073061,1524.4,12,0.004112,0.6
98:40:27,1657575690,2022-07-11T21:41:25,2022-07-11T15:41:30,1.995,11818.88,35.55,34.76,37.07,852.16,853.87,190.133331,18.93,0.9589,305,0,12.587,1.91413,4.17,54449,40.564725,-105.073064,1523.8,12,0.040092,0.7
98:40:57,1657575720,2022-07-11T21:41:55,2022-07-11T15:42:00,1.995,11819.88,35.53,34.60,37.12,852.11,854.10,190.649994,18.80,0.9593,305,0,12.585,1.91261,4.17,54438,40.564713,-105.073053,1527.8,12,0.035980,0.7
98:41:27,1657575750,2022-07-11T21:42:25,2022-07-11T15:42:30,1.992,11820.88,35.52,34.45,37.06,852.01,854.13,193.283340,18.73,0.9594,305,0,12.582,1.91170,4.16,54426,40.564714,-105.073054,1527.8,12,0.017990,0.7
98:41:57,1657575780,2022-07-11T21:42:55,2022-07-11T15:43:00,1.993,11821.87,35.50,34.32,37.09,852.04,854.56,195.283340,18.97,0.9598,305,0,12.581,1.90836,4.16,54414,40.564716,-105.073060,1529.6,12,0.012850,0.8
98:42:27,1657575810,2022-07-11T21:43:25,2022-07-11T15:43:30,1.991,11822.87,35.48,34.22,37.06,852.07,854.57,190.850006,18.90,0.9599,305,0,12.580,1.91413,4.16,54402,40.564714,-105.073069,1528.4,12,0.062708,0.8
98:42:57,1657575840,2022-07-11T21:43:55,2022-07-11T15:44:00,1.990,11823.86,35.47,34.12,37.01,852.13,854.73,192.300003,19.05,0.9601,305,0,12.578,1.91413,4.16,54391,40.564713,-105.073087,1525.0,12,0.082240,0.8
98:43:27,1657575870,2022-07-11T21:44:25,2022-07-11T15:44:30,1.991,11824.86,35.45,34.01,37.01,851.94,854.82,194.566666,19.11,0.9603,305,0,12.577,1.91200,4.16,54379,40.564706,-105.073079,1527.1,12,0.045232,0.8
98:43:57,1657575900,2022-07-11T21:44:55,2022-07-11T15:45:00,1.990,11825.86,35.43,33.94,36.97,852.09,854.82,192.050003,19.20,0.9603,304,0,12.574,1.91048,4.16,54367,40.564687,-105.073031,1530.8,12,0.044718,0.7
98:44:27,1657575930,2022-07-11T21:45:25,2022-07-11T15:45:30,1.993,11826.85,35.41,33.89,36.99,852.06,854.90,190.133331,18.90,0.9606,304,0,12.593,1.91717,4.16,54355,40.564708,-105.073034,1528.7,12,0.121304,0.8
98:44:57,1657575960,2022-07-11T21:45:55,2022-07-11T15:46:00,1.992,11827.85,35.41,33.83,36.96,852.03,854.96,190.933334,18.84,0.9606,304,0,12.591,1.91018,4.16,54343,40.564707,-105.073024,1524.6,12,0.046260,0.7
98:45:27,1657575990,2022-07-11T21:46:25,2022-07-11T15:46:30,1.992,11828.84,35.41,33.79,36.92,852.03,854.96,189.600006,18.96,0.9606,304,0,12.591,1.91079,4.15,54332,40.564721,-105.073064,1523.3,12,0.038036,0.7
98:45:57,1657576020,2022-07-11T21:46:55,2022-07-11T15:47:00,1.991,11829.84,35.40,33.72,36.94,851.98,855.02,192.449997,18.51,0.9608,304,0,12.591,1.91443,4.15,54320,40.564740,-105.073097,1521.1,12,0.105370,0.9
98:46:27,1657576050,2022-07-11T21:47:25,2022-07-11T15:47:30,1.991,11830.84,35.39,33.68,36.92,852.01,855.12,189.116669,18.56,0.9610,304,0,12.590,1.91261,4.15,54308,40.564724,-105.073082,1523.1,12,0.081726,0.7
98:46:57,1657576080,2022-07-11T21:47:55,2022-07-11T15:48:00,1.990,11831.83,35.39,33.65,36.92,852.09,855.21,190.716660,18.83,0.9610,304,0,12.590,1.91322,4.15,54296,40.564710,-105.073084,1525.3,12,0.057568,0.8
98:47:27,1657576110,2022-07-11T21:48:25,2022-07-11T15:48:30,1.990,11832.83,35.37,33.62,36.92,852.05,855.18,190.616669,18.89,0.9610,304,0,12.590,1.91565,4.15,54285,40.564712,-105.073106,1525.4,12,0.014392,0.7
98:47:57,1657576140,2022-07-11T21:48:55,2022-07-11T15:49:00,1.991,11833.83,35.35,33.61,36.90,851.91,855.19,191.350006,19.19,0.9610,304,0,12.589,1.91656,4.15,54273,40.564709,-105.073076,1528.9,12,0.017476,0.7
98:48:27,1657576170,2022-07-11T21:49:25,2022-07-11T15:49:30,1.990,11834.82,35.35,33.54,36.88,851.94,855.19,190.983337,18.93,0.9611,304,0,12.589,1.91413,4.15,54261,40.564723,-105.073078,1527.7,12,0.012850,0.8
98:48:57,1657576200,2022-07-11T21:49:55,2022-07-11T15:50:00,1.989,11835.82,35.34,33.55,36.90,851.89,855.25,190.149994,19.05,0.9611,304,0,12.589,1.91231,4.15,54249,40.564731,-105.073101,1524.9,12,0.039064,0.8
98:49:27,1657576230,2022-07-11T21:50:25,2022-07-11T15:50:30,1.990,11836.81,35.32,33.53,36.85,851.97,855.22,191.716660,19.33,0.9611,304,0,12.590,1.90957,4.15,54237,40.564732,-105.073083,1523.4,12,0.065792,0.7
98:49:57,1657576260,2022-07-11T21:50:55,2022-07-11T15:51:00,1.989,11837.81,35.32,33.47,36.85,852.03,855.27,190.866669,19.50,0.9611,304,0,12.586,1.91443,4.14,54225,40.564720,-105.073090,1525.9,12,0.012336,0.8
98:50:27,1657576290,2022-07-11T21:51:25,2022-07-11T15:51:30,1.988,11838.81,35.31,33.45,36.83,852.00,855.33,193.350006,18.99,0.9614,304,0,12.587,1.91382,4.14,54214,40.564705,-105.073103,1528.2,12,0.031354,0.7
98:50:57,1657576320,2022-07-11T21:51:55,2022-07-11T15:52:00,1.987,11839.80,35.30,33.41,36.83,851.97,855.44,189.649994,19.08,0.9615,303,0,12.588,1.90715,4.14,54202,40.564699,-105.073090,1531.0,12,0.014392,0.7
98:51:27,1657576350,2022-07-11T21:52:25,2022-07-11T15:52:30,1.991,11840.80,35.28,33.37,36.81,851.98,855.28,189.633331,19.28,0.9613,303,0,12.603,1.91686,4.14,54190,40.564705,-105.073090,1529.3,12,0.004112,0.7
98:51:57,1657576380,2022-07-11T21:52:55,2022-07-11T15:53:00,1.992,11841.79,35.27,33.37,36.81,851.90,855.39,191.500000,19.07,0.9615,303,0,12.606,1.91839,4.14,54178,40.564706,-105.073072,1528.3,12,0.029812,0.8
98:52:27,1657576410,2022-07-11T21:53:25,2022-07-11T15:53:30,1.992,11842.79,35.25,33.33,36.81,851.88,855.31,190.133331,19.24,0.9615,303,0,12.604,1.91595,4.14,54166,40.564711,-105.073049,1529.2,12,0.032382,0.8
98:52:57,1657576440,2022-07-11T21:53:55,2022-07-11T15:54:00,1.991,11843.79,35.25,33.32,36.77,851.99,855.42,190.250000,19.25,0.9616,303,0,12.603,1.91534,4.14,54155,40.564703,-105.073080,1535.1,12,0.019018,0.7
98:53:27,1657576470,2022-07-11T21:54:25,2022-07-11T15:54:30,1.992,11844.78,35.23,33.29,36.78,851.91,855.42,192.750000,19.35,0.9616,303,0,12.603,1.91443,4.14,54143,40.564698,-105.073105,1535.1,12,0.043176,0.7
98:53:57,1657576500,2022-07-11T21:54:55,2022-07-11T15:55:00,1.992,11845.78,35.24,33.28,36.79,852.01,855.45,192.449997,19.38,0.9616,303,0,12.603,1.91595,4.14,54131,40.564700,-105.073111,1532.3,12,0.015934,0.7
98:54:27,1657576530,2022-07-11T21:55:25,2022-07-11T15:55:30,1.992,11846.77,35.24,33.27,36.78,851.93,855.36,192.033340,19.48,0.9615,303,0,12.602,1.91656,4.13,54119,40.564695,-105.073074,1531.7,12,0.046774,0.8
98:54:57,1657576560,2022-07-11T21:55:55,2022-07-11T15:56:00,1.991,11847.77,35.24,33.25,36.76,852.01,855.47,192.250000,19.19,0.9617,303,0,12.606,1.91200,4.13,54107,40.564696,-105.073075,1528.7,12,0.033924,0.8
98:55:27,1657576590,2022-07-11T21:56:25,2022-07-11T15:56:30,1.993,11848.77,35.25,33.26,36.77,851.88,855.55,190.666672,19.14,0.9618,303,0,12.603,1.91686,4.13,54095,40.564707,-105.073065,1526.7,12,0.025186,0.8
98:55:57,1657576620,2022-07-11T21:56:55,2022-07-11T15:57:00,1.991,11849.76,35.26,33.25,36.78,851.93,855.50,193.449997,18.84,0.9618,303,0,12.606,1.91565,4.13,54083,40.564722,-105.073076,1525.5,12,0.028270,0.8
98:56:27,1657576650,2022-07-11T21:57:25,2022-07-11T15:57:30,1.990,11850.76,35.26,33.26,36.75,852.04,855.53,190.983337,19.42,0.9616,303,0,12.604,1.91534,4.13,54072,40.564729,-105.073084,1525.1,12,0.028270,0.7
98:56:57,1657576680,2022-07-11T21:57:55,2022-07-11T15:58:00,1.991,11851.75,35.26,33.27,36.80,852.04,855.64,192.266663,19.02,0.9619,303,0,12.605,1.91565,4.13,54060,40.564723,-105.073079,1525.9,12,0.005140,0.7
98:57:27,1657576710,2022-07-11T21:58:25,2022-07-11T15:58:30,1.990,11852.75,35.25,33.22,36.78,851.99,855.61,190.133331,18.90,0.9619,303,0,12.604,1.91139,4.13,54048,40.564716,-105.073064,1527.5,12,0.010280,0.7
98:57:57,1657576740,2022-07-11T21:58:55,2022-07-11T15:59:00,1.989,11853.75,35.24,33.23,36.78,852.01,855.53,192.483337,18.58,0.9619,303,0,12.603,1.91534,4.13,54036,40.564727,-105.073071,1526.1,12,0.012336,0.7
98:58:27,1657576770,2022-07-11T21:59:25,2022-07-11T15:59:30,1.991,11854.74,35.23,33.19,36.78,851.85,855.58,192.183334,18.90,0.9619,303,0,12.602,1.91474,4.13,54024,40.564739,-105.073082,1523.2,12,0.023644,0.7
98:58:57,1657576800,2022-07-11T21:59:55,2022-07-11T16:00:00,1.991,11855.74,35.24,33.20,36.79,851.99,855.53,191.383331,18.87,0.9618,303,0,12.602,1.91717,4.13,54012,40.564728,-105.073070,1526.1,12,0.015420,0.7
98:59:27,1657576830,2022-07-11T22:00:25,2022-07-11T16:00:30,1.991,11856.74,35.22,33.18,36.78,851.85,855.58,190.250000,19.11,0.9619,303,0,12.603,1.91565,4.12,54000,40.564718,-105.073063,1526.5,12,0.012336,0.7
98:59:57,1657576860,2022-07-11T22:00:55,2022-07-11T16:01:00,1.991,11857.73,35.22,33.19,36.75,852.02,855.56,191.083328,19.04,0.9619,303,0,12.601,1.92082,4.12,53989,40.564716,-105.073068,1523.3,12,0.030326,0.7
99:00:27,1657576890,2022-07-11T22:01:25,2022-07-11T16:01:30,1.990,11858.73,35.21,33.17,36.76,851.86,855.64,191.350006,18.90,0.9621,303,0,12.603,1.91808,4.12,53977,40.564727,-105.073075,1521.3,12,0.016448,0.7
99:00:57,1657576920,2022-07-11T22:01:55,2022-07-11T16:02:00,1.990,11859.72,35.20,33.17,36.74,851.97,855.59,191.649994,19.05,0.9620,303,0,12.602,1.91626,4.12,53965,40.564724,-105.073071,1520.4,12,0.023644,0.7
99:01:27,1657576950,2022-07-11T22:02:25,2022-07-11T16:02:30,1.990,11860.72,35.20,33.19,36.80,851.83,855.61,192.800003,19.21,0.9620,303,0,12.603,1.91869,4.12,53953,40.564701,-105.073072,1524.0,12,0.006168,0.7
99:01:57,1657576980,2022-07-11T22:02:55,2022-07-11T16:03:00,1.991,11861.72,35.21,33.16,36.76,852.05,855.58,190.783340,19.10,0.9619,303,0,12.603,1.91565,4.12,53941,40.564701,-105.073067,1526.5,12,0.011822,0.7
99:02:27,1657577010,2022-07-11T22:03:25,2022-07-11T16:03:30,1.991,11862.71,35.22,33.14,36.77,851.94,855.58,190.899994,19.30,0.9619,303,0,12.602,1.91200,4.12,53929,40.564699,-105.073072,1529.4,12,0.003084,0.7
99:02:57,1657577040,2022-07-11T22:03:55,2022-07-11T16:04:00,1.990,11863.71,35.20,33.16,36.75,851.92,855.70,192.466660,19.20,0.9621,303,0,12.601,1.91139,4.12,53917,40.564705,-105.073080,1529.6,12,0.001542,0.7
99:03:27,1657577070,2022-07-11T22:04:25,2022-07-11T16:04:30,1.991,11864.70,35.22,33.15,36.76,851.80,855.58,190.316666,19.32,0.9619,303,0,12.602,1.91565,4.12,53905,40.564700,-105.073079,1531.5,12,0.021588,0.7
